Retailer rank,Retailer ID,Annual revenue (€),Country,Product Category,BNPL type,BNPL provider,Year
2877,DE-2877,45561.52,DE,Fashion & beauty,In-house only BNPL,PayPal,2023
2878,DE-2878,533120.64,DE,Fashion & beauty,In-house + Outsourced BNPL,Klarna,2023
2879,DE-2879,0,DE,Fashion & beauty,In-house only BNPL,Riverty,2023
2880,DE-2880,335997.71,DE,DIY,Outsourced only BNPL,Riverty,2023
2881,DE-2881,657758.13,DE,Fashion & beauty,No BNPL,No BNPL,2023
2882,DE-2882,0,DE,Toys & Hobbies,No BNPL,No BNPL,2023
2883,DE-2883,246016.32,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
2884,DE-2884,350423.98,DE,Electronics,Outsourced only BNPL,PayPal,2023
2885,DE-2885,0,DE,Fashion & beauty,Outsourced only BNPL,PayPal,2023
2886,DE-2886,307952.9,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2887,DE-2887,207942.76,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
2888,DE-2888,0,DE,Home & Furniture,Outsourced only BNPL,PayPal,2023
2889,DE-2889,245491.58,DE,Electronics,In-house + Outsourced BNPL,Riverty,2023
2890,DE-2890,188407.2,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
2891,DE-2891,218233.63,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2892,DE-2892,357640.83,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2893,DE-2893,405245.7,DE,Home & Furniture,No BNPL,No BNPL,2023
2894,DE-2894,3213.31,DE,DIY,Outsourced only BNPL,Others,2023
2895,DE-2895,187329.1,DE,Electronics,In-house + Outsourced BNPL,Riverty,2023
2896,DE-2896,404324.95,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2897,DE-2897,76644.93,DE,Fashion & beauty,In-house + Outsourced BNPL,PayPal,2023
2898,DE-2898,130400.84,DE,Electronics,Outsourced only BNPL,Riverty,2023
2899,DE-2899,13805.5,DE,Home & Furniture,No BNPL,No BNPL,2023
2900,DE-2900,19663.78,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
2901,DE-2901,315728.64,DE,Electronics,Outsourced only BNPL,PayPal,2023
2902,DE-2902,224269.35,DE,DIY,Outsourced only BNPL,Klarna,2023
2903,DE-2903,180931.78,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
2904,DE-2904,396064.36,DE,Toys & Hobbies,In-house + Outsourced BNPL,Riverty,2023
2905,DE-2905,0,DE,Toys & Hobbies,No BNPL,No BNPL,2023
2906,DE-2906,289080.64,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
2907,DE-2907,88240.84,DE,Fashion & beauty,In-house + Outsourced BNPL,PayPal,2023
2908,DE-2908,137585.61,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
2909,DE-2909,150125.65,DE,DIY,Outsourced only BNPL,PayPal,2023
2910,DE-2910,561714.2,DE,Electronics,In-house only BNPL,Klarna,2023
2911,DE-2911,79475.14,DE,Fashion & beauty,In-house only BNPL,PayPal,2023
2912,DE-2912,400356.61,DE,Electronics,Outsourced only BNPL,Klarna,2023
2913,DE-2913,0,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
2914,DE-2914,164076.06,DE,Fashion & beauty,No BNPL,No BNPL,2023
2915,DE-2915,400683.49,DE,Home & Furniture,Outsourced only BNPL,PayPal,2023
2916,DE-2916,219965.26,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2917,DE-2917,89932.92,DE,Home & Furniture,In-house only BNPL,Klarna,2023
2918,DE-2918,100202.55,DE,Fashion & beauty,Outsourced only BNPL,Others,2023
2919,DE-2919,14554.72,DE,Home & Furniture,In-house only BNPL,Ratepay,2023
2920,DE-2920,343708.03,DE,Home & Furniture,Outsourced only BNPL,PayPal,2023
2921,DE-2921,397079.94,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
2922,DE-2922,0,DE,Home & Furniture,No BNPL,No BNPL,2023
2923,DE-2923,403187.44,DE,Fashion & beauty,In-house only BNPL,Riverty,2023
2924,DE-2924,119324.05,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2925,DE-2925,267594.71,DE,Home & Furniture,Outsourced only BNPL,Riverty,2023
2926,DE-2926,111945.07,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
2927,DE-2927,52787.27,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2928,DE-2928,337812.5,DE,Electronics,Outsourced only BNPL,Riverty,2023
2929,DE-2929,208984.62,DE,Toys & Hobbies,Outsourced only BNPL,Riverty,2023
2930,DE-2930,369827.02,DE,DIY,Outsourced only BNPL,Riverty,2023
2931,DE-2931,347988.81,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
2932,DE-2932,735949.48,DE,Electronics,In-house + Outsourced BNPL,PayPal,2023
2933,DE-2933,0,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2934,DE-2934,0,DE,DIY,Outsourced only BNPL,Klarna,2023
2935,DE-2935,0,DE,DIY,Outsourced only BNPL,Riverty,2023
2936,DE-2936,357281.35,DE,Electronics,In-house only BNPL,Klarna,2023
2937,DE-2937,394488.8,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2938,DE-2938,374557.48,DE,Fashion & beauty,In-house only BNPL,PayPal,2023
2939,DE-2939,128319.28,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2940,DE-2940,5000.02,DE,Home & Furniture,Outsourced only BNPL,PayPal,2023
2941,DE-2941,271969.11,DE,Electronics,Outsourced only BNPL,Riverty,2023
2942,DE-2942,496748.78,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2943,DE-2943,87613.98,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
2944,DE-2944,0,DE,Home & Furniture,In-house only BNPL,PayPal,2023
2945,DE-2945,637845.29,DE,Electronics,Outsourced only BNPL,Riverty,2023
2946,DE-2946,333449.03,DE,Fashion & beauty,In-house + Outsourced BNPL,PayPal,2023
2947,DE-2947,42155.97,DE,Home & Furniture,Outsourced only BNPL,PayPal,2023
2948,DE-2948,563596.31,DE,Electronics,No BNPL,No BNPL,2023
2949,DE-2949,179273.39,DE,DIY,No BNPL,No BNPL,2023
2950,DE-2950,433949.55,DE,Electronics,In-house + Outsourced BNPL,Klarna,2023
2951,DE-2951,689388.83,DE,Electronics,Outsourced only BNPL,Klarna,2023
2952,DE-2952,67833.15,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
2953,DE-2953,74224.52,DE,DIY,Outsourced only BNPL,Klarna,2023
2954,DE-2954,148181.24,DE,Home & Furniture,Outsourced only BNPL,Riverty,2023
2955,DE-2955,70468.12,DE,Home & Furniture,Outsourced only BNPL,PayPal,2023
2956,DE-2956,272502.51,DE,Electronics,No BNPL,No BNPL,2023
2957,DE-2957,447091.16,DE,Electronics,Outsourced only BNPL,Riverty,2023
2958,DE-2958,0,DE,Electronics,Outsourced only BNPL,Klarna,2023
2959,DE-2959,282559.32,DE,Home & Furniture,Outsourced only BNPL,Riverty,2023
2960,DE-2960,499006.06,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2961,DE-2961,239377.83,DE,Electronics,Outsourced only BNPL,PayPal,2023
2962,DE-2962,53628.54,DE,Fashion & beauty,Outsourced only BNPL,PayPal,2023
2963,DE-2963,620347.57,DE,Electronics,No BNPL,No BNPL,2023
2964,DE-2964,298398.7,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
2965,DE-2965,614585.92,DE,Electronics,Outsourced only BNPL,Klarna,2023
2966,DE-2966,29320.11,DE,Fashion & beauty,In-house only BNPL,PayPal,2023
2967,DE-2967,620408.01,DE,Home & Furniture,In-house + Outsourced BNPL,Riverty,2023
2968,DE-2968,316443.4,DE,Electronics,Outsourced only BNPL,Klarna,2023
2969,DE-2969,0,DE,Fashion & beauty,Outsourced only BNPL,PayPal,2023
2970,DE-2970,417879.06,DE,Electronics,Outsourced only BNPL,PayPal,2023
2971,DE-2971,0,DE,DIY,Outsourced only BNPL,Riverty,2023
2972,DE-2972,608896.31,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
2973,DE-2973,87322.03,DE,DIY,Outsourced only BNPL,Ratepay,2023
2974,DE-2974,196558.02,DE,DIY,Outsourced only BNPL,PayPal,2023
2975,DE-2975,351957.45,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
2976,DE-2976,0,DE,DIY,Outsourced only BNPL,Riverty,2023
2977,DE-2977,378637.67,DE,Fashion & beauty,In-house + Outsourced BNPL,Klarna,2023
2978,DE-2978,528378.82,DE,Electronics,Outsourced only BNPL,Klarna,2023
2979,DE-2979,349949.1,DE,Fashion & beauty,In-house only BNPL,Klarna,2023
2980,DE-2980,0,DE,DIY,Outsourced only BNPL,Klarna,2023
2981,DE-2981,157092.47,DE,Fashion & beauty,Outsourced only BNPL,PayPal,2023
2982,DE-2982,0,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2983,DE-2983,206977.24,DE,Home & Furniture,Outsourced only BNPL,PayPal,2023
2984,DE-2984,558455.33,DE,Home & Furniture,In-house + Outsourced BNPL,Riverty,2023
2985,DE-2985,0,DE,Toys & Hobbies,Outsourced only BNPL,Klarna,2023
2986,DE-2986,508606.46,DE,Electronics,Outsourced only BNPL,Klarna,2023
2987,DE-2987,548600.62,DE,Home & Furniture,Outsourced only BNPL,Riverty,2023
2988,DE-2988,217973.97,DE,Home & Furniture,In-house + Outsourced BNPL,Klarna,2023
2989,DE-2989,606330.75,DE,Electronics,Outsourced only BNPL,Riverty,2023
2990,DE-2990,118216.18,DE,Electronics,In-house only BNPL,PayPal,2023
2991,DE-2991,428372.6,DE,Home & Furniture,In-house + Outsourced BNPL,Riverty,2023
2992,DE-2992,0,DE,Fashion & beauty,In-house + Outsourced BNPL,PayPal,2023
2993,DE-2993,0,DE,Toys & Hobbies,In-house only BNPL,PayPal,2023
2994,DE-2994,190060.79,DE,Home & Furniture,Outsourced only BNPL,PayPal,2023
2995,DE-2995,266543.87,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
2996,DE-2996,133370.4,DE,Electronics,No BNPL,No BNPL,2023
2997,DE-2997,532.81,DE,Toys & Hobbies,No BNPL,No BNPL,2023
2998,DE-2998,316646.11,DE,Home & Furniture,Outsourced only BNPL,Others,2023
2999,DE-2999,257186.98,DE,Electronics,No BNPL,No BNPL,2023
3000,DE-3000,435683.86,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3001,DE-3001,233048.01,DE,Fashion & beauty,In-house + Outsourced BNPL,PayPal,2023
3002,DE-3002,252504.37,DE,Home & Furniture,Outsourced only BNPL,PayPal,2023
3003,DE-3003,274529.64,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3004,DE-3004,283298.63,DE,Home & Furniture,Outsourced only BNPL,Others,2023
3005,DE-3005,119168.57,DE,Fashion & beauty,In-house only BNPL,Klarna,2023
3006,DE-3006,200358.97,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3007,DE-3007,742066.33,DE,Fashion & beauty,In-house only BNPL,Klarna,2023
3008,DE-3008,353974.2,DE,Home & Furniture,No BNPL,No BNPL,2023
3009,DE-3009,0,DE,Toys & Hobbies,Outsourced only BNPL,Klarna,2023
3010,DE-3010,369890.14,DE,Home & Furniture,Outsourced only BNPL,PayPal,2023
3011,DE-3011,395963.87,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
3012,DE-3012,478384.18,DE,Fashion & beauty,No BNPL,No BNPL,2023
3013,DE-3013,262005.45,DE,DIY,Outsourced only BNPL,PayPal,2023
3014,DE-3014,105027.78,DE,Home & Furniture,No BNPL,No BNPL,2023
3015,DE-3015,0,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3016,DE-3016,0,DE,Home & Furniture,Outsourced only BNPL,Riverty,2023
3017,DE-3017,693570.09,DE,Electronics,Outsourced only BNPL,Klarna,2023
3018,DE-3018,193947.39,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3019,DE-3019,428268.78,DE,Home & Furniture,In-house + Outsourced BNPL,PayPal,2023
3020,DE-3020,9128.85,DE,Toys & Hobbies,Outsourced only BNPL,PayPal,2023
3021,DE-3021,341911.7,DE,Electronics,Outsourced only BNPL,Klarna,2023
3022,DE-3022,188829.03,DE,DIY,In-house + Outsourced BNPL,Klarna,2023
3023,DE-3023,258011.58,DE,Toys & Hobbies,In-house + Outsourced BNPL,Klarna,2023
3024,DE-3024,0,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3025,DE-3025,221596.78,DE,Fashion & beauty,In-house + Outsourced BNPL,PayPal,2023
3026,DE-3026,571371.83,DE,Toys & Hobbies,Outsourced only BNPL,PayPal,2023
3027,DE-3027,188432.68,DE,Fashion & beauty,In-house only BNPL,Riverty,2023
3028,DE-3028,425557.61,DE,Fashion & beauty,In-house only BNPL,PayPal,2023
3029,DE-3029,414772.69,DE,Electronics,Outsourced only BNPL,Klarna,2023
3030,DE-3030,338717.31,DE,DIY,No BNPL,No BNPL,2023
3031,DE-3031,131902.27,DE,Electronics,Outsourced only BNPL,Riverty,2023
3032,DE-3032,336034.74,DE,Electronics,No BNPL,No BNPL,2023
3033,DE-3033,33280.34,DE,Fashion & beauty,Outsourced only BNPL,PayPal,2023
3034,DE-3034,264022.29,DE,Electronics,Outsourced only BNPL,Klarna,2023
3035,DE-3035,285592.53,DE,Fashion & beauty,In-house only BNPL,Klarna,2023
3036,DE-3036,544614.94,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3037,DE-3037,81031.07,DE,Toys & Hobbies,Outsourced only BNPL,Klarna,2023
3038,DE-3038,20343.39,DE,DIY,In-house + Outsourced BNPL,Riverty,2023
3039,DE-3039,110260.86,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3040,DE-3040,296851.85,DE,Home & Furniture,In-house + Outsourced BNPL,Klarna,2023
3041,DE-3041,592500.52,DE,Electronics,In-house + Outsourced BNPL,Klarna,2023
3042,DE-3042,633118.98,DE,Electronics,In-house + Outsourced BNPL,Klarna,2023
3043,DE-3043,238224.85,DE,Fashion & beauty,In-house only BNPL,Riverty,2023
3044,DE-3044,0,DE,Fashion & beauty,No BNPL,No BNPL,2023
3045,DE-3045,528389.43,DE,Electronics,In-house + Outsourced BNPL,Klarna,2023
3046,DE-3046,195946.48,DE,Home & Furniture,In-house only BNPL,PayPal,2023
3047,DE-3047,0,DE,Toys & Hobbies,Outsourced only BNPL,PayPal,2023
3048,DE-3048,127655.23,DE,Fashion & beauty,In-house only BNPL,Klarna,2023
3049,DE-3049,418592.82,DE,DIY,Outsourced only BNPL,PayPal,2023
3050,DE-3050,693042.1,DE,Electronics,Outsourced only BNPL,Riverty,2023
3051,DE-3051,0,DE,Toys & Hobbies,Outsourced only BNPL,Klarna,2023
3052,DE-3052,184670.49,DE,Home & Furniture,Outsourced only BNPL,Riverty,2023
3053,DE-3053,49874.13,DE,Home & Furniture,In-house + Outsourced BNPL,PayPal,2023
3054,DE-3054,28980.91,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3055,DE-3055,610838.77,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3056,DE-3056,229564.15,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3057,DE-3057,372036.53,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3058,DE-3058,362052.01,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3059,DE-3059,773042.4,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3060,DE-3060,19601.47,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3061,DE-3061,283587.73,DE,Electronics,In-house + Outsourced BNPL,Klarna,2023
3062,DE-3062,129808.83,DE,Toys & Hobbies,In-house only BNPL,Klarna,2023
3063,DE-3063,135984.56,DE,Electronics,No BNPL,No BNPL,2023
3064,DE-3064,52249.48,DE,DIY,Outsourced only BNPL,PayPal,2023
3065,DE-3065,484132.33,DE,Home & Furniture,No BNPL,No BNPL,2023
3066,DE-3066,0,DE,Toys & Hobbies,Outsourced only BNPL,Klarna,2023
3067,DE-3067,0,DE,Fashion & beauty,In-house + Outsourced BNPL,Klarna,2023
3068,DE-3068,0,DE,DIY,In-house only BNPL,Riverty,2023
3069,DE-3069,466086.47,DE,Fashion & beauty,Outsourced only BNPL,PayPal,2023
3070,DE-3070,75882.56,DE,DIY,Outsourced only BNPL,Riverty,2023
3071,DE-3071,0,DE,Toys & Hobbies,In-house + Outsourced BNPL,Klarna,2023
3072,DE-3072,102864.25,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3073,DE-3073,472526.86,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
3074,DE-3074,235775.94,DE,Home & Furniture,In-house only BNPL,Riverty,2023
3075,DE-3075,317010.87,DE,Home & Furniture,In-house + Outsourced BNPL,Klarna,2023
3076,DE-3076,312957.82,DE,Fashion & beauty,No BNPL,No BNPL,2023
3077,DE-3077,345071.25,DE,Electronics,Outsourced only BNPL,Klarna,2023
3078,DE-3078,308556.29,DE,Electronics,Outsourced only BNPL,Riverty,2023
3079,DE-3079,262177.64,DE,Electronics,No BNPL,No BNPL,2023
3080,DE-3080,193538.02,DE,DIY,No BNPL,No BNPL,2023
3081,DE-3081,0,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
3082,DE-3082,457840.61,DE,Fashion & beauty,In-house + Outsourced BNPL,PayPal,2023
3083,DE-3083,462744.64,DE,Electronics,Outsourced only BNPL,Klarna,2023
3084,DE-3084,0,DE,Home & Furniture,In-house + Outsourced BNPL,Unzer,2023
3085,DE-3085,365070.41,DE,Electronics,Outsourced only BNPL,Ratepay,2023
3086,DE-3086,472033.63,DE,Fashion & beauty,No BNPL,No BNPL,2023
3087,DE-3087,499091.65,DE,Fashion & beauty,Outsourced only BNPL,PayPal,2023
3088,DE-3088,143074.9,DE,Fashion & beauty,Outsourced only BNPL,Ratepay,2023
3089,DE-3089,111214.89,DE,Electronics,Outsourced only BNPL,Klarna,2023
3090,DE-3090,338970.71,DE,Home & Furniture,Outsourced only BNPL,PayPal,2023
3091,DE-3091,445164.67,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
3092,DE-3092,101771.54,DE,DIY,No BNPL,No BNPL,2023
3093,DE-3093,145925.72,DE,Fashion & beauty,Outsourced only BNPL,PayPal,2023
3094,DE-3094,0,DE,Toys & Hobbies,In-house only BNPL,Klarna,2023
3095,DE-3095,191750.37,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3096,DE-3096,681824.23,DE,Home & Furniture,In-house only BNPL,Ratepay,2023
3097,DE-3097,43971.22,DE,Fashion & beauty,In-house + Outsourced BNPL,Klarna,2023
3098,DE-3098,547053.86,DE,Electronics,Outsourced only BNPL,PayPal,2023
3099,DE-3099,19040.92,DE,DIY,Outsourced only BNPL,PayPal,2023
3100,DE-3100,476560.94,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
3101,DE-3101,415983.05,DE,Electronics,Outsourced only BNPL,Riverty,2023
3102,DE-3102,264186.01,DE,Fashion & beauty,No BNPL,No BNPL,2023
3103,DE-3103,217102.67,DE,Fashion & beauty,In-house + Outsourced BNPL,Klarna,2023
3104,DE-3104,56858.34,DE,Electronics,Outsourced only BNPL,PayPal,2023
3105,DE-3105,385428.46,DE,Electronics,Outsourced only BNPL,Ratepay,2023
3106,DE-3106,777855.76,DE,Electronics,In-house only BNPL,PayPal,2023
3107,DE-3107,294126.16,DE,Home & Furniture,Outsourced only BNPL,PayPal,2023
3108,DE-3108,129582.45,DE,Fashion & beauty,In-house only BNPL,Klarna,2023
3109,DE-3109,491846.13,DE,Home & Furniture,In-house + Outsourced BNPL,Klarna,2023
3110,DE-3110,245142.7,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
3111,DE-3111,58512.09,DE,Fashion & beauty,No BNPL,No BNPL,2023
3112,DE-3112,841971.13,DE,Electronics,In-house only BNPL,Riverty,2023
3113,DE-3113,580582.61,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
3114,DE-3114,615555.52,DE,Fashion & beauty,In-house only BNPL,Riverty,2023
3115,DE-3115,455571.33,DE,Fashion & beauty,No BNPL,No BNPL,2023
3116,DE-3116,314097.47,DE,Fashion & beauty,In-house + Outsourced BNPL,Riverty,2023
3117,DE-3117,142387.44,DE,Fashion & beauty,In-house + Outsourced BNPL,Klarna,2023
3118,DE-3118,486204.59,DE,Electronics,Outsourced only BNPL,Klarna,2023
3119,DE-3119,53414.79,DE,Fashion & beauty,In-house + Outsourced BNPL,Klarna,2023
3120,DE-3120,0,DE,DIY,No BNPL,No BNPL,2023
3121,DE-3121,0,DE,Home & Furniture,Outsourced only BNPL,PayPal,2023
3122,DE-3122,286948.25,DE,Electronics,No BNPL,No BNPL,2023
3123,DE-3123,0,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3124,DE-3124,372602.08,DE,Electronics,Outsourced only BNPL,Klarna,2023
3125,DE-3125,117016.74,DE,Fashion & beauty,Outsourced only BNPL,PayPal,2023
3126,DE-3126,550390.59,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
3127,DE-3127,0,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3128,DE-3128,0,DE,Fashion & beauty,Outsourced only BNPL,PayPal,2023
3129,DE-3129,59532.22,DE,DIY,In-house + Outsourced BNPL,Riverty,2023
3130,DE-3130,163350.95,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3131,DE-3131,290635.25,DE,DIY,In-house only BNPL,Klarna,2023
3132,DE-3132,357815.04,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3133,DE-3133,183918.53,DE,Electronics,Outsourced only BNPL,Riverty,2023
3134,DE-3134,0,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3135,DE-3135,415809.56,DE,Electronics,In-house + Outsourced BNPL,PayPal,2023
3136,DE-3136,142368.79,DE,Fashion & beauty,No BNPL,No BNPL,2023
3137,DE-3137,221055.72,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3138,DE-3138,230120.5,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3139,DE-3139,632882.35,DE,Electronics,Outsourced only BNPL,Klarna,2023
3140,DE-3140,385135.35,DE,Fashion & beauty,No BNPL,No BNPL,2023
3141,DE-3141,389502.38,DE,Fashion & beauty,In-house only BNPL,PayPal,2023
3142,DE-3142,334939,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3143,DE-3143,183460.45,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3144,DE-3144,427238.27,DE,Fashion & beauty,In-house + Outsourced BNPL,Riverty,2023
3145,DE-3145,94216.72,DE,Fashion & beauty,In-house + Outsourced BNPL,Klarna,2023
3146,DE-3146,355519.21,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3147,DE-3147,288070.8,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3148,DE-3148,295806.29,DE,Electronics,No BNPL,No BNPL,2023
3149,DE-3149,179307.44,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3150,DE-3150,302085.87,DE,Electronics,No BNPL,No BNPL,2023
3151,DE-3151,430700.57,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3152,DE-3152,282514.73,DE,Toys & Hobbies,Outsourced only BNPL,Klarna,2023
3153,DE-3153,0,DE,Electronics,In-house + Outsourced BNPL,Klarna,2023
3154,DE-3154,64203.93,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3155,DE-3155,192335.23,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3156,DE-3156,263753.19,DE,DIY,Outsourced only BNPL,PayPal,2023
3157,DE-3157,0,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3158,DE-3158,0,DE,DIY,No BNPL,No BNPL,2023
3159,DE-3159,222228.06,DE,Electronics,Outsourced only BNPL,Ratepay,2023
3160,DE-3160,368050.3,DE,Electronics,Outsourced only BNPL,Klarna,2023
3161,DE-3161,628050.11,DE,Electronics,Outsourced only BNPL,Klarna,2023
3162,DE-3162,0,DE,Toys & Hobbies,Outsourced only BNPL,PayPal,2023
3163,DE-3163,375802.83,DE,Fashion & beauty,In-house + Outsourced BNPL,Riverty,2023
3164,DE-3164,10701.84,DE,Fashion & beauty,No BNPL,No BNPL,2023
3165,DE-3165,256238.4,DE,Fashion & beauty,No BNPL,No BNPL,2023
3166,DE-3166,566512.25,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3167,DE-3167,76565.62,DE,Electronics,In-house + Outsourced BNPL,Riverty,2023
3168,DE-3168,469262.54,DE,Electronics,No BNPL,No BNPL,2023
3169,DE-3169,0,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3170,DE-3170,6984.81,DE,DIY,Outsourced only BNPL,PayPal,2023
3171,DE-3171,252751.12,DE,Fashion & beauty,In-house + Outsourced BNPL,PayPal,2023
3172,DE-3172,138240.09,DE,Home & Furniture,Outsourced only BNPL,Ratepay,2023
3173,DE-3173,385251.5,DE,Fashion & beauty,Outsourced only BNPL,PayPal,2023
3174,DE-3174,122799.48,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3175,DE-3175,221658.26,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
3176,DE-3176,225565.21,DE,Toys & Hobbies,Outsourced only BNPL,Klarna,2023
3177,DE-3177,549171.79,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3178,DE-3178,244534.96,DE,DIY,Outsourced only BNPL,Klarna,2023
3179,DE-3179,291315.91,DE,Electronics,Outsourced only BNPL,Klarna,2023
3180,DE-3180,502771.19,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
3181,DE-3181,5848.98,DE,DIY,In-house + Outsourced BNPL,Riverty,2023
3182,DE-3182,474237.63,DE,Home & Furniture,Outsourced only BNPL,Klarna,2023
3183,DE-3183,0,DE,Toys & Hobbies,Outsourced only BNPL,Riverty,2023
3184,DE-3184,259432,DE,Fashion & beauty,No BNPL,No BNPL,2023
3185,DE-3185,311481.71,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3186,DE-3186,376443.26,DE,Home & Furniture,In-house + Outsourced BNPL,PayPal,2023
3187,DE-3187,85832.63,DE,DIY,Outsourced only BNPL,PayPal,2023
3188,DE-3188,68224.97,DE,Toys & Hobbies,Outsourced only BNPL,Klarna,2023
3189,DE-3189,121539.89,DE,DIY,In-house + Outsourced BNPL,PayPal,2023
3190,DE-3190,399643.53,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3191,DE-3191,691293.8,DE,Home & Furniture,In-house only BNPL,PayPal,2023
3192,DE-3192,215929.92,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3193,DE-3193,120310.95,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3194,DE-3194,310671.39,DE,Electronics,No BNPL,No BNPL,2023
3195,DE-3195,0,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3196,DE-3196,318631.71,DE,Home & Furniture,In-house + Outsourced BNPL,Klarna,2023
3197,DE-3197,98673.03,DE,Fashion & beauty,Outsourced only BNPL,PayPal,2023
3198,DE-3198,247974.55,DE,Fashion & beauty,Outsourced only BNPL,Riverty,2023
3199,DE-3199,0,DE,Fashion & beauty,Outsourced only BNPL,Klarna,2023
3200,DE-3200,293391.33,DE,DIY,In-house + Outsourced BNPL,Riverty,2023
3201,DE-3201,13472.5,DE,DIY,Outsourced only BNPL,Klarna,2023
3202,DE-3202,637146.12,DE,Fashion & beauty,No BNPL,No BNPL,2023
